"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000248302",12.0274313965189,5.09840421878917,0.99899939752332,5.10351080433976,3.33409468115145e-07,5.61077495443026e-05
"ENSG00000126353",539.170629101066,2.1736204442998,0.425969993693762,5.1027548336244,3.34744539654145e-07,5.61077495443026e-05
"ENSG00000066279",121.475111513087,2.56384660746056,0.503571547334586,5.09132539562858,3.55569213124675e-07,5.87652989083844e-05
"ENSG00000169679",148.905565949351,2.48160553433299,0.487469690141548,5.09078940602932,3.56575881511892e-07,5.87652989083844e-05
"ENSG00000211664",129.623109529827,4.5529958962223,0.894837307426308,5.08807115934563,3.61723651668786e-07,5.92824873568289e-05
"ENSG00000015133",2236.81720018997,1.77770156132371,0.349849539792775,5.08133171298921,3.74797967375394e-07,6.10858565611829e-05
"ENSG00000182405",131.54884842628,1.12487822524056,0.221428738359513,5.08009138097603,3.77253355834187e-07,6.11482087753215e-05
"ENSG00000137571",56.9048793971209,2.63303678933414,0.518783113413738,5.07540959074019,3.86662174519189e-07,6.23307876957163e-05
"ENSG00000128815",1161.01858537507,2.6386544231754,0.520106348388215,5.07329785793322,3.90979774941179e-07,6.26842573954608e-05
"ENSG00000073737",52.5745789491427,2.77762369055387,0.547936516089607,5.06924362401799,3.99399729367895e-07,6.33731695602727e-05
"ENSG00000089639",2097.4042187781,1.15443316645933,0.227736537544381,5.06916096515409,3.99573204685109e-07,6.33731695602727e-05
"ENSG00000248996",38.6594269861649,2.46572649625772,0.487167933753933,5.06134810076221,4.16302340017257e-07,6.56733637995138e-05
"ENSG00000156738",5226.53051460219,4.00284862725439,0.791093603335053,5.05989254669659,4.1949281236291e-07,6.58246700250311e-05
"ENSG00000139618",95.3081781290434,1.94261224650925,0.38407707226675,5.05787089826614,4.23963286551752e-07,6.61741637739506e-05
"ENSG00000211644",1957.29007322553,3.65477121235136,0.722835461289639,5.05615926179208,4.2778413062748e-07,6.63213937270197e-05
"ENSG00000127561",71.264440725981,2.20457720579436,0.436080310852801,5.05543853030895,4.29402922096975e-07,6.63213937270197e-05
"ENSG00000234345",12.5601257555252,2.18016097386735,0.432467430368681,5.04121425284847,4.62587197313731e-07,7.0706333268161e-05
"ENSG00000140525",368.348524190319,1.35863397441789,0.270342515574126,5.02560232352858,5.01854891529867e-07,7.59349130326374e-05
"ENSG00000261416",33.4025358121249,2.85902090570977,0.568894991836833,5.02556877232939,5.01942645469976e-07,7.59349130326374e-05
"ENSG00000104783",690.06903486647,2.49530841019153,0.496941142529722,5.02133592217569,5.13133267586683e-07,7.72317928255467e-05
"ENSG00000227217",3.67598250912942,5.22196968121886,1.0408419105198,5.01706323356158,5.24673030167686e-07,7.83567790122636e-05
"ENSG00000260719",69.2905108065276,3.34373645640648,0.666554136554431,5.01645143737464,5.26345725707604e-07,7.83567790122636e-05
"ENSG00000159958",179.394426725224,3.81862071214959,0.761345090398251,5.01562400586587,5.28616165918431e-07,7.83567790122636e-05
